user_id,chat_id,language,number_messages,handling_time,start_time,website,website_summary
User 1346,9879,English,27,1295.0,2018-06-08 14:41:52.721761,Website A,Website A
User 1472,9880,English,3,169.0,2018-06-08 14:03:13.958239,Website B,Website B
User 1346,9881,English,15,609.0,2018-06-08 14:42:42.887202,Website A,Website A
User 1472,9882,English,23,1317.0,2018-06-08 14:31:32.402909,Website A,Website A
User 1392,9883,English,18,877.0,2018-06-08 13:16:02.558438,Website D,Website D
User 1350,9884,English,13,1616.0,2018-06-08 15:16:06.213791,Website A,Website A
User 1495,9885,English,17,1108.0,2018-06-08 14:14:49.845913,Website A,Website A
User 1350,9886,English,12,611.0,2018-06-08 13:42:47.771620,Website A,Website A
User 1251,9887,English,17,621.0,2018-06-08 15:10:56.112671,Website A,Website A
User 1255,9889,English,16,2308.0,2018-06-08 14:27:01.912634,Website C,Website C
User 1497,9890,English,15,819.0,2018-06-08 14:38:52.488172,Website A,Website A
User 1346,9891,English,15,830.0,2018-06-08 15:13:27.040387,Website A,Website A
User 1495,9892,English,3,166.0,2018-06-08 13:30:07.232382,Website A,Website A
User 1251,9893,English,45,1829.0,2018-06-08 15:10:55.308632,Website A,Website A
User 1495,9894,English,24,1411.0,2018-06-08 13:57:06.976747,Website A,Website A
User 1392,9895,English,15,459.0,2018-06-08 15:07:08.329614,Website A,Website A
User 1497,9896,English,9,522.0,2018-06-08 13:48:56.323905,Website A,Website A
User 1395,9897,English,10,808.0,2018-06-08 14:50:06.958117,Website B,Website B
User 1392,9898,English,25,1476.0,2018-06-08 14:58:20.103120,Website A,Website A
User 1346,9899,English,11,500.0,2018-06-08 15:24:26.422383,Website A,Website A
User 1497,9900,English,7,731.0,2018-06-08 15:16:53.038194,Website A,Website A
User 1495,9901,English,9,772.0,2018-06-08 14:57:22.288943,Website A,Website A
User 1255,9902,English,12,908.0,2018-06-08 14:57:38.379970,Website C,Website C
User 1497,9903,English,21,720.0,2018-06-08 14:51:54.747518,Website A,Website A
User 1346,9904,English,17,629.0,2018-06-08 13:36:40.569623,Website A,Website A
User 1251,9906,English,5,345.0,2018-06-08 13:52:30.749858,Website A,Website A
User 1395,9907,English,20,649.0,2018-06-08 14:08:42.086078,Website A,Website A
User 1392,9908,English,25,1173.0,2018-06-08 15:30:49.420496,Website A,Website A
User 1346,9909,English,28,1073.0,2018-06-08 14:39:06.956798,Website A,Website A
User 1350,9910,English,4,549.0,2018-06-08 13:36:32.513563,Website A,Website A
User 1346,9911,English,14,711.0,2018-06-08 15:12:55.717765,Website C,Website C
User 1497,9912,English,15,686.0,2018-06-08 14:14:14.691213,Website A,Website A
User 1251,9913,English,14,619.0,2018-06-08 14:20:22.636058,Website A,Website A
User 1350,9914,English,34,936.0,2018-06-08 15:27:44.871867,Website A,Website A
User 1395,9915,English,12,1144.0,2018-06-08 15:36:36.096697,Website A,Website A
User 1495,9916,English,4,320.0,2018-06-08 15:35:37.808939,Website B,Website B
User 1495,9917,English,6,395.0,2018-06-08 14:51:55.424667,Website A,Website A
User 1350,9918,English,30,1333.0,2018-06-08 13:58:11.026921,Website A,Website A
User 1395,9919,English,33,1551.0,2018-06-08 15:27:04.098318,Website A,Website A
User 1495,9920,English,10,508.0,2018-06-08 15:33:29.995816,Website A,Website A
User 1495,9921,English,13,617.0,2018-06-08 14:45:16.313699,Website F,Other
User 1327,9922,English,18,623.0,2018-06-08 14:36:51.548500,Website B,Website B
User 1251,9923,English,13,618.0,2018-06-08 13:54:52.808691,Website A,Website A
User 1392,9924,English,17,1096.0,2018-06-08 15:05:51.211495,Website A,Website A
User 1495,9925,English,9,722.0,2018-06-08 14:19:00.832382,Website A,Website A
User 1350,9926,English,19,1439.0,2018-06-08 15:41:01.459936,Website A,Website A
User 1495,9927,English,9,491.0,2018-06-08 14:33:10.436028,Website A,Website A
User 1251,9928,English,11,285.0,2018-06-08 14:59:36.323268,Website A,Website A
User 1395,9929,English,7,323.0,2018-06-08 13:59:44.118361,Website A,Website A
User 1251,9930,English,25,1262.0,2018-06-08 16:08:47.241276,Website A,Website A
User 1251,9931,English,5,289.0,2018-06-08 14:48:37.159533,Website A,Website A
User 1395,9932,English,8,282.0,2018-06-08 14:53:33.349650,Website A,Website A
User 1392,9933,English,17,1200.0,2018-06-08 14:58:18.553808,Website C,Website C
User 1350,9934,English,6,342.0,2018-06-08 14:01:49.021911,Website D,Website D
User 1350,9935,English,35,1869.0,2018-06-08 14:39:23.598290,Website A,Website A
User 1395,9936,English,9,478.0,2018-06-08 15:02:14.563230,Website A,Website A
User 1251,9937,English,38,1044.0,2018-06-08 14:24:23.018583,Website A,Website A
User 1395,9938,English,43,1753.0,2018-06-08 15:08:33.963177,Website A,Website A
User 1497,9939,English,11,782.0,2018-06-08 14:30:21.229601,Website A,Website A
User 1497,9940,English,13,839.0,2018-06-08 14:17:23.393936,Website D,Website D
User 1392,9941,English,28,1468.0,2018-06-08 14:52:45.868292,Website A,Website A
User 1497,9942,English,10,808.0,2018-06-08 15:02:37.444751,Website A,Website A
User 1395,9943,English,6,583.0,2018-06-08 14:39:37.042536,Website A,Website A
User 1350,9944,English,79,2431.0,2018-06-08 15:09:12.436653,Website A,Website A
User 1350,9945,English,32,2123.0,2018-06-08 15:12:52.779559,Website A,Website A
User 1251,9946,English,34,1363.0,2018-06-08 15:33:14.259500,Website F,Other
User 1495,9947,English,16,1489.0,2018-06-08 15:25:07.552459,Website A,Website A
User 1497,9948,English,15,1013.0,2018-06-08 16:23:36.349864,Website A,Website A
User 1495,9949,English,12,1027.0,2018-06-08 15:13:29.044717,Website A,Website A
User 1497,9950,English,17,598.0,2018-06-08 15:22:08.258026,Website A,Website A
User 1251,9951,English,3,161.0,2018-06-08 15:33:11.556225,Website A,Website A
User 1392,9952,English,16,531.0,2018-06-08 15:14:51.489470,Website A,Website A
User 1251,9953,English,22,1039.0,2018-06-08 15:07:52.296413,Website A,Website A
User 1392,9954,Spanish,38,1016.0,2018-06-08 15:21:00.389355,Website A,Website A
User 1517,9955,English,10,536.0,2018-06-08 14:48:52.554330,Website A,Website A
User 1472,9956,English,12,687.0,2018-06-08 15:05:32.034043,Website A,Website A
User 1497,9957,English,28,2656.0,2018-06-08 17:04:23.001851,Website D,Website D
User 1497,9958,English,11,891.0,2018-06-08 15:17:28.754431,Website A,Website A
User 1517,9959,English,15,795.0,2018-06-08 14:59:24.590673,Website A,Website A
User 1472,9960,English,5,674.0,2018-06-08 16:21:03.984244,Website B,Website B
User 1495,9961,English,5,619.0,2018-06-08 16:14:25.578290,Website A,Website A
User 1251,9962,English,11,660.0,2018-06-08 15:28:16.608265,Website A,Website A
User 1497,9963,English,11,568.0,2018-06-08 15:56:43.509850,Website A,Website A
User 1472,9964,English,19,867.0,2018-06-08 15:43:02.888593,Website A,Website A
User 1517,9965,English,8,530.0,2018-06-08 16:04:41.571790,Website A,Website A
User 1251,9966,English,12,474.0,2018-06-08 15:21:21.789296,Website A,Website A
User 1472,9967,English,4,320.0,2018-06-08 16:45:45.101819,Website A,Website A
User 1251,9968,English,6,337.0,2018-06-08 16:07:21.667152,Website A,Website A
User 1350,9969,English,36,3449.0,2018-06-08 16:27:32.530413,Website A,Website A
User 1495,9970,English,9,351.0,2018-06-08 16:09:57.328582,Website A,Website A
User 1517,9971,English,41,2149.0,2018-06-08 15:25:57.698804,Website A,Website A
User 1395,9972,English,22,990.0,2018-06-08 15:07:43.267252,Website A,Website A
User 1497,9973,English,10,1250.0,2018-06-08 15:49:39.623779,Website A,Website A
User 1517,9974,English,12,1514.0,2018-06-08 15:33:59.245055,Website A,Website A
User 1395,9975,English,19,1478.0,2018-06-08 15:21:38.753346,Website A,Website A
User 1472,9976,English,24,1228.0,2018-06-08 16:18:51.843249,Website A,Website A
User 1497,9977,English,39,2362.0,2018-06-08 16:54:06.002484,Website A,Website A
User 1495,9978,English,44,2345.0,2018-06-08 15:57:30.848274,Website A,Website A
User 1350,9979,English,7,795.0,2018-06-08 15:20:39.810394,Website B,Website B
User 1472,9980,English,8,617.0,2018-06-08 15:25:44.098778,Website A,Website A
User 1517,9981,English,11,1097.0,2018-06-08 16:37:15.726506,Website A,Website A
User 1484,9982,English,13,650.0,2018-06-08 16:20:48.948383,Website A,Website A
User 1484,9983,English,17,607.0,2018-06-08 15:28:05.739580,Website A,Website A
User 1395,9984,English,13,849.0,2018-06-08 16:49:53.517978,Website A,Website A
User 1472,9985,Spanish,13,1147.0,2018-06-08 17:20:29.676541,Website A,Website A
User 1350,9986,English,26,958.0,2018-06-08 15:45:37.666364,Website A,Website A
User 1395,9987,English,18,673.0,2018-06-08 16:43:34.322299,Website A,Website A
User 1484,9988,English,14,1167.0,2018-06-08 17:01:27.299281,Website A,Website A
User 1472,9989,English,14,925.0,2018-06-08 16:16:57.873253,Website A,Website A
User 1497,9990,English,19,740.0,2018-06-08 17:12:09.653583,Website A,Website A
User 1484,9991,English,7,405.0,2018-06-08 16:24:54.539228,Website D,Website D
User 1472,9992,English,16,653.0,2018-06-08 15:35:08.685596,Website A,Website A
User 1484,9993,English,22,1026.0,2018-06-08 15:48:06.187512,Website A,Website A
User 1395,9994,English,32,1503.0,2018-06-08 16:17:10.749954,Website A,Website A
User 1517,9995,English,25,2566.0,2018-06-08 17:18:06.762797,Website B,Website B
User 1395,9996,English,31,2387.0,2018-06-08 16:06:39.484548,Website A,Website A
User 1484,9997,English,13,680.0,2018-06-08 17:14:46.085316,Website A,Website A
User 1517,9998,English,14,2670.0,2018-06-08 16:50:14.515961,Website A,Website A
User 1395,9999,English,33,1912.0,2018-06-08 17:23:55.882637,Website A,Website A
User 1497,10000,English,6,454.0,2018-06-08 15:45:33.770267,Website D,Website D
User 1472,10001,English,22,3010.0,2018-06-08 16:46:43.301034,Website A,Website A
User 1472,10002,English,18,2761.0,2018-06-08 17:17:17.249091,Website A,Website A
User 1472,10003,English,10,1997.0,2018-06-08 16:59:27.520642,Website A,Website A
User 1497,10004,English,11,615.0,2018-06-08 16:11:43.079405,Website A,Website A
User 1517,10005,English,12,636.0,2018-06-08 16:53:06.349882,Website A,Website A
User 1484,10007,English,7,693.0,2018-06-08 16:17:00.912355,Website A,Website A
User 1484,10008,English,7,450.0,2018-06-08 17:14:28.044987,Website A,Website A
User 1497,10009,English,18,2157.0,2018-06-08 16:13:13.626418,Website A,Website A
User 1484,10010,English,8,455.0,2018-06-08 17:27:41.221699,Website A,Website A
User 1497,10012,English,10,1552.0,2018-06-08 16:19:55.559801,Website B,Website B
User 1484,10013,English,7,606.0,2018-06-08 16:30:49.109630,Website A,Website A
User 1495,10015,English,33,1175.0,2018-06-08 16:06:55.015551,Website A,Website A
User 1497,10016,English,33,1307.0,2018-06-08 16:11:01.598659,Website D,Website D
User 1350,10018,English,17,1009.0,2018-06-08 16:13:52.194545,Website A,Website A
User 1517,10020,English,4,1651.0,2018-06-08 15:58:38.845350,Website A,Website A
User 1484,10021,English,21,1112.0,2018-06-08 17:25:25.476780,Website C,Website C
User 1395,10022,English,31,1043.0,2018-06-08 17:41:17.527542,Website A,Website A
User 1350,10023,English,39,1633.0,2018-06-08 16:07:32.661372,Website A,Website A
User 1350,10024,English,9,581.0,2018-06-08 17:24:54.296304,Website B,Website B
User 1392,10028,English,8,1493.0,2018-06-08 18:00:29.224699,Website A,Website A
User 1392,10029,English,9,732.0,2018-06-08 17:44:23.985952,Website A,Website A
User 1392,10032,English,15,866.0,2018-06-08 16:56:16.598965,Website A,Website A
User 1358,10033,English,5,758.0,2018-06-08 16:57:39.175231,Website A,Website A
User 1358,10036,English,13,1041.0,2018-06-08 17:08:48.520183,Website A,Website A
User 1358,10037,English,14,1035.0,2018-06-08 18:01:37.245655,Website A,Website A
User 1472,10039,English,18,951.0,2018-06-08 16:43:46.178061,Website A,Website A
User 1392,10040,English,13,846.0,2018-06-08 17:52:54.943377,Website D,Website D
User 1392,10043,English,51,2218.0,2018-06-08 16:51:44.583199,Website A,Website A
User 1358,10045,English,12,942.0,2018-06-08 17:25:23.292731,Website A,Website A
User 1484,10046,English,16,986.0,2018-06-08 17:06:09.612087,Website A,Website A
User 1484,10047,English,12,1056.0,2018-06-08 18:08:24.304974,Website A,Website A
User 1484,10048,English,14,1064.0,2018-06-08 17:54:39.448774,Website A,Website A
User 1251,10050,English,17,892.0,2018-06-08 17:25:08.781117,Website A,Website A
User 1251,10051,English,11,463.0,2018-06-08 17:02:09.129296,Website A,Website A
User 1251,10052,English,13,568.0,2018-06-08 16:59:12.667232,Website B,Website B
User 1358,10053,English,16,1240.0,2018-06-08 17:48:19.485299,Website A,Website A
User 1472,10054,English,20,794.0,2018-06-08 17:51:29.072323,Website C,Website C
User 1251,10055,English,21,611.0,2018-06-08 17:26:05.555412,Website A,Website A
User 1484,10056,English,3,348.0,2018-06-08 18:13:08.129071,Website A,Website A
User 1358,10057,English,18,1087.0,2018-06-08 18:01:33.523262,Website A,Website A
User 1251,10058,English,15,538.0,2018-06-08 17:23:33.723680,Website A,Website A
User 1484,10059,English,20,1058.0,2018-06-08 17:27:12.249877,Website A,Website A
User 1472,10060,English,5,350.0,2018-06-08 16:34:37.224016,Website A,Website A
User 1251,10061,English,10,476.0,2018-06-08 18:16:36.231272,Website B,Website B
User 1358,10062,English,13,1382.0,2018-06-08 18:18:38.905505,Website A,Website A
User 1484,10063,English,40,1369.0,2018-06-08 17:56:38.903530,Website B,Website B
User 1472,10064,English,11,1167.0,2018-06-08 17:52:54.819486,Website A,Website A
User 1392,10065,English,4,447.0,2018-06-08 17:33:58.028155,Website A,Website A
User 1472,10066,English,38,2636.0,2018-06-08 17:41:06.809838,Website A,Website A
User 1358,10067,English,19,1924.0,2018-06-08 18:47:04.276435,Website A,Website A
User 1251,10068,English,15,1439.0,2018-06-08 18:47:37.868725,Website A,Website A
User 1392,10069,English,17,984.0,2018-06-08 18:13:11.105847,Website A,Website A
User 1251,10070,English,19,1092.0,2018-06-08 17:21:02.977210,Website C,Website C
User 1392,10071,English,17,941.0,2018-06-08 18:08:15.525490,Website A,Website A
User 1358,10072,English,8,671.0,2018-06-08 17:23:01.726108,Website D,Website D
User 1251,10073,English,23,1070.0,2018-06-08 18:45:22.302811,Website A,Website A
User 1392,10074,English,10,1110.0,2018-06-08 18:11:41.189411,Website A,Website A
User 1358,10076,English,20,1112.0,2018-06-08 17:17:05.172375,Website A,Website A
User 1358,10077,English,18,1159.0,2018-06-08 17:43:52.585138,Website A,Website A
User 1392,10078,English,37,2447.0,2018-06-08 19:25:02.989528,Website A,Website A
User 1251,10079,English,8,466.0,2018-06-08 18:49:51.978414,Website D,Website D
User 1392,10080,English,10,760.0,2018-06-08 18:46:19.857428,Website A,Website A
User 1251,10081,English,13,1140.0,2018-06-08 19:06:16.763564,Website C,Website C
User 1251,10082,English,30,1127.0,2018-06-08 17:24:13.875045,Website A,Website A
User 1392,10083,English,12,648.0,2018-06-08 18:10:00.926245,Website A,Website A
User 1251,10085,English,20,1004.0,2018-06-08 18:35:37.562810,Website D,Website D
User 1392,10086,English,13,952.0,2018-06-08 17:46:31.643204,Website A,Website A
User 1358,10087,English,9,777.0,2018-06-08 17:49:37.567889,Website A,Website A
User 1358,10088,English,7,996.0,2018-06-08 18:04:47.747620,Website A,Website A
User 1392,10092,English,30,2232.0,2018-06-08 19:21:05.341780,Website A,Website A
User 1358,10095,English,21,1437.0,2018-06-08 17:45:10.963029,Website A,Website A
User 1358,10097,English,8,664.0,2018-06-08 18:11:38.429553,Website A,Website A
User 1472,10100,English,52,2663.0,2018-06-08 17:50:32.403405,Website A,Website A
User 1472,10103,English,11,609.0,2018-06-08 18:49:00.590394,Website A,Website A
User 1472,10104,Italian,43,4243.0,2018-06-08 19:44:30.227247,Website A,Website A
User 1251,10105,English,14,740.0,2018-06-08 17:22:54.056627,Website D,Website D
User 1251,10106,English,19,1115.0,2018-06-08 18:42:43.038321,Website A,Website A
User 1251,10107,English,13,1377.0,2018-06-08 19:07:02.854903,Website A,Website A
User 1392,10109,English,21,1826.0,2018-06-08 19:34:46.722470,Website A,Website A
User 1484,10110,English,12,1003.0,2018-06-08 17:59:23.643716,Website A,Website A
User 1358,10111,English,33,1144.0,2018-06-08 18:09:24.688532,Website C,Website C
User 1484,10112,English,9,3780.0,2018-06-08 19:26:45.338809,Website A,Website A
User 1251,10113,English,21,856.0,2018-06-08 18:52:14.714647,Website A,Website A
User 1484,10114,English,19,774.0,2018-06-08 19:15:56.296136,Website A,Website A
User 1472,10115,English,16,2772.0,2018-06-08 19:06:26.311279,Website A,Website A
User 1251,10116,English,9,514.0,2018-06-08 18:06:13.343506,Website A,Website A
User 1392,10117,English,24,1493.0,2018-06-08 18:20:02.342341,Website A,Website A
User 1484,10118,English,4,1780.0,2018-06-08 18:47:33.683992,Website A,Website A
User 1484,10121,English,5,456.0,2018-06-08 19:35:18.934013,Website D,Website D
User 1484,10122,English,9,742.0,2018-06-08 18:37:07.556958,Website A,Website A
User 1358,10125,English,23,3177.0,2018-06-08 19:30:54.074571,Website A,Website A
User 1358,10127,English,12,759.0,2018-06-08 18:06:26.342265,Website A,Website A
User 1484,10128,English,9,829.0,2018-06-08 19:12:44.105093,Website A,Website A
User 1358,10130,English,22,1896.0,2018-06-08 19:26:44.650924,Website D,Website D
User 1472,10131,English,14,1835.0,2018-06-08 19:55:06.581094,Website A,Website A
User 1251,10138,English,39,1712.0,2018-06-08 18:38:41.147011,Website D,Website D
User 1358,10140,English,16,1275.0,2018-06-08 19:58:35.109983,Website A,Website A
User 1251,10143,English,29,1742.0,2018-06-08 19:55:58.326863,Website A,Website A
User 1251,10144,English,17,1314.0,2018-06-08 20:03:06.002767,Website A,Website A
User 1484,10145,English,16,800.0,2018-06-08 20:01:56.756296,Website A,Website A
User 1472,10147,English,23,1008.0,2018-06-08 18:33:10.388962,Website A,Website A
User 1484,10148,English,6,900.0,2018-06-08 19:53:30.637345,Website A,Website A
User 1509,10149,English,18,4894.0,2018-06-08 20:09:54.365675,Website C,Website C
User 1392,10152,English,5,307.0,2018-06-08 20:07:28.160042,Website A,Website A
User 1392,10153,English,3,253.0,2018-06-08 18:39:55.257851,Website A,Website A
User 1484,10154,English,14,1676.0,2018-06-08 19:25:58.498362,Website A,Website A
User 1392,10155,English,7,799.0,2018-06-08 18:59:43.906561,Website A,Website A
User 1392,10156,English,22,1004.0,2018-06-08 19:59:46.672641,Website A,Website A
User 1472,10157,English,7,433.0,2018-06-08 19:51:00.771775,Website A,Website A
User 1484,10158,English,31,1315.0,2018-06-08 20:06:06.597622,Website A,Website A
User 1472,10159,English,31,899.0,2018-06-08 18:43:16.723478,Website D,Website D
User 1358,10160,English,15,566.0,2018-06-08 18:49:18.091665,Website A,Website A
User 1251,10161,English,33,1252.0,2018-06-08 19:29:39.440359,Website A,Website A
User 1251,10162,English,8,561.0,2018-06-08 19:02:56.624691,Website A,Website A
User 1472,10163,English,15,689.0,2018-06-08 18:55:58.921297,Website A,Website A
User 1358,10164,English,15,867.0,2018-06-08 20:17:05.525720,Website D,Website D
User 1251,10165,English,9,1029.0,2018-06-08 19:20:47.653836,Website C,Website C
User 1392,10166,English,11,632.0,2018-06-08 20:31:41.695074,Website A,Website A
User 1472,10167,English,4,189.0,2018-06-08 20:34:11.593355,Website A,Website A
User 1484,10168,English,14,761.0,2018-06-08 20:30:24.012833,Website C,Website C
User 1251,10169,English,25,1061.0,2018-06-08 20:33:21.905869,Website A,Website A
User 1472,10170,English,9,503.0,2018-06-08 18:55:22.554383,Website A,Website A
User 1472,10171,English,16,1021.0,2018-06-08 19:01:38.673880,Website A,Website A
User 1472,10172,English,15,799.0,2018-06-08 20:36:27.038406,Website C,Website C
User 1509,10173,English,27,1904.0,2018-06-08 19:41:16.898310,Website A,Website A
User 1512,10174,English,35,2681.0,2018-06-08 20:37:19.904624,Website A,Website A
User 1509,10175,English,19,1597.0,2018-06-08 20:11:28.119622,Website A,Website A
User 1512,10176,English,18,1213.0,2018-06-08 20:46:07.145783,Website A,Website A
User 1509,10177,English,7,280.0,2018-06-08 19:33:40.758641,Website A,Website A
User 1512,10178,English,17,1287.0,2018-06-08 20:02:55.503873,Website A,Website A
User 1509,10179,English,4,257.0,2018-06-08 20:16:29.787566,Website A,Website A
User 1509,10180,English,8,720.0,2018-06-08 19:43:45.638050,Website A,Website A
User 1512,10186,English,6,721.0,2018-06-08 19:29:27.536050,Website A,Website A
User 1509,10188,English,30,2063.0,2018-06-08 20:48:20.145759,Website D,Website D
User 1512,10189,English,28,1998.0,2018-06-08 19:52:12.626059,Website B,Website B
User 1509,10190,English,66,4372.0,2018-06-08 21:20:39.607927,Website A,Website A
User 1512,10191,English,4,309.0,2018-06-08 20:07:49.733413,Website A,Website A
User 1512,10196,English,20,1874.0,2018-06-08 20:02:47.892164,Website A,Website A
User 1509,10197,English,23,1335.0,2018-06-08 20:05:17.055390,Website B,Website B
User 1512,10199,English,12,619.0,2018-06-08 21:23:35.569802,Website A,Website A
User 1512,10203,English,73,3799.0,2018-06-08 22:15:51.668787,Website A,Website A
User 1512,10205,English,53,2684.0,2018-06-08 22:09:08.705931,Website A,Website A
User 1509,10208,English,5,500.0,2018-06-08 21:32:59.915141,Website A,Website A
User 1509,10211,English,14,1119.0,2018-06-08 21:38:17.354309,Website A,Website A
User 1509,10212,English,8,447.0,2018-06-08 20:33:20.335076,Website D,Website D
User 1512,10213,English,5,492.0,2018-06-08 20:13:40.548796,Website A,Website A
User 1509,10217,English,46,2467.0,2018-06-08 21:03:57.367711,Website A,Website A
User 1512,10219,English,30,1561.0,2018-06-08 22:19:25.183984,Website B,Website B
User 1509,10220,English,19,2211.0,2018-06-08 22:24:58.048719,Website A,Website A
User 1512,10224,English,6,421.0,2018-06-08 22:28:03.846732,Website F,Other
User 1512,10225,English,17,1164.0,2018-06-08 21:01:35.978165,Website A,Website A
User 1509,10226,English,11,719.0,2018-06-08 22:38:57.443910,Website B,Website B
User 1512,10227,English,14,842.0,2018-06-08 22:26:37.855426,Website A,Website A
User 1509,10228,English,10,697.0,2018-06-08 20:54:07.872429,Website B,Website B
User 1512,10229,English,6,331.0,2018-06-08 22:01:23.708818,Website C,Website C
User 1509,10233,English,58,2495.0,2018-06-08 22:42:43.134191,Website D,Website D
User 1512,10237,English,19,1283.0,2018-06-08 21:20:41.157865,Website A,Website A
User 1512,10238,English,29,1404.0,2018-06-08 22:30:03.479790,Website A,Website A
User 1509,10239,English,20,1675.0,2018-06-08 22:05:17.495015,Website A,Website A
User 1512,10240,English,15,778.0,2018-06-08 21:46:47.221087,Website A,Website A
User 1509,10241,English,14,785.0,2018-06-08 21:43:17.566651,Website A,Website A
User 1512,10243,English,7,471.0,2018-06-08 21:52:43.750743,Website A,Website A
User 1509,10244,English,14,1703.0,2018-06-08 22:51:22.442935,Website D,Website D
User 1512,10245,English,30,1508.0,2018-06-08 22:37:16.304229,Website B,Website B
User 1512,10249,English,71,4676.0,2018-06-08 22:37:31.694557,Website A,Website A
User 1512,10250,English,5,451.0,2018-06-08 21:42:59.493668,Website C,Website C
User 1512,10254,English,11,834.0,2018-06-08 22:13:48.372941,Website A,Website A
User 1509,10255,English,13,1319.0,2018-06-08 22:52:00.598505,Website A,Website A
User 1509,10256,English,37,2190.0,2018-06-08 23:02:00.670931,Website A,Website A
User 1512,10257,English,7,363.0,2018-06-08 22:42:45.243968,Website A,Website A
User 1512,10260,English,73,3220.0,2018-06-08 23:21:43.863485,Website C,Website C
User 1512,10261,English,20,1023.0,2018-06-08 22:52:01.894010,Website A,Website A
User 1509,10262,English,27,2309.0,2018-06-08 22:32:17.648255,Website F,Other
User 1512,10263,English,8,530.0,2018-06-08 22:53:31.704964,Website A,Website A
User 1509,10264,English,8,653.0,2018-06-08 22:01:16.674057,Website A,Website A
User 1509,10269,English,14,720.0,2018-06-08 23:19:26.495677,Website A,Website A
User 1512,10270,English,8,495.0,2018-06-08 22:36:42.486821,Website A,Website A
User 1509,10274,English,27,1926.0,2018-06-08 22:43:01.438576,Website A,Website A
User 1512,10275,English,31,1704.0,2018-06-08 22:53:07.632952,Website A,Website A
User 1508,10280,English,26,2037.0,2018-06-08 23:05:03.692671,Website D,Website D
User 1508,10281,English,44,2618.0,2018-06-08 23:04:52.209719,Website A,Website A
User 1508,10282,English,15,1090.0,2018-06-08 22:29:15.917808,Website B,Website B
User 1509,10283,English,29,1877.0,2018-06-08 23:34:50.474845,Website A,Website A
User 1500,10285,English,26,714.0,2018-06-08 23:18:34.121277,Website A,Website A
User 1500,10286,English,39,1359.0,2018-06-08 23:00:42.875826,Website C,Website C
User 1500,10287,English,24,1126.0,2018-06-09 00:09:22.296664,Website A,Website A
User 1500,10288,English,48,3043.0,2018-06-09 00:39:44.031617,Website A,Website A
User 1439,10289,English,12,834.0,2018-06-08 23:01:41.445796,Website A,Website A
User 1439,10290,English,25,1234.0,2018-06-09 00:10:11.534573,Website A,Website A
User 1439,10291,English,9,463.0,2018-06-09 00:10:34.510380,Website B,Website B
User 1500,10293,English,19,963.0,2018-06-08 22:47:52.768966,Website A,Website A
User 1439,10294,English,17,1454.0,2018-06-09 00:00:26.001970,Website B,Website B
User 1512,10295,English,24,1002.0,2018-06-08 23:29:29.338747,Website A,Website A
User 1509,10296,English,27,1584.0,2018-06-08 23:12:25.619394,Website D,Website D
User 1500,10297,English,37,1562.0,2018-06-08 23:21:31.671266,Website A,Website A
User 1439,10298,English,20,1005.0,2018-06-09 00:55:46.653435,Website A,Website A
User 1509,10299,English,12,826.0,2018-06-08 23:08:31.189697,Website A,Website A
User 1512,10300,English,38,1439.0,2018-06-08 23:44:52.339862,Website D,Website D
User 1500,10301,English,4,381.0,2018-06-09 00:34:31.070117,Website A,Website A
User 1512,10302,English,4,250.0,2018-06-08 23:18:34.997061,Website A,Website A
User 1439,10303,English,16,783.0,2018-06-09 00:05:22.666454,Website A,Website A
User 1512,10304,English,5,386.0,2018-06-09 00:48:19.540869,Website A,Website A
User 1509,10305,English,23,1563.0,2018-06-09 00:41:49.181115,Website A,Website A
User 1500,10306,English,11,908.0,2018-06-09 00:24:10.259769,Website A,Website A
User 1509,10307,English,20,1120.0,2018-06-09 01:07:26.124235,Website A,Website A
User 1512,10308,English,29,744.0,2018-06-09 00:50:39.106067,Website A,Website A
User 1439,10309,English,11,484.0,2018-06-09 00:50:15.520369,Website A,Website A
User 1509,10310,English,25,1346.0,2018-06-09 01:28:10.932394,Website A,Website A
User 1439,10311,English,10,424.0,2018-06-09 00:11:53.673837,Website A,Website A
User 1439,10312,English,4,297.0,2018-06-08 23:50:35.334577,Website A,Website A
User 1439,10313,English,11,583.0,2018-06-09 01:45:59.604130,Website A,Website A
User 1500,10314,English,32,935.0,2018-06-09 01:06:53.938398,Website A,Website A
User 1509,10315,English,13,570.0,2018-06-09 01:34:21.696245,Website A,Website A
User 1439,10316,English,24,893.0,2018-06-09 00:05:56.341680,Website A,Website A
User 1509,10317,English,28,1112.0,2018-06-09 01:24:38.596978,Website A,Website A
User 1439,10318,English,9,366.0,2018-06-09 01:07:29.701080,Website A,Website A
User 1439,10319,English,23,842.0,2018-06-09 01:27:11.774613,Website A,Website A
User 1500,10320,English,15,1101.0,2018-06-09 01:06:12.724771,Website A,Website A
User 1439,10321,English,20,1246.0,2018-06-09 01:51:08.910465,Website A,Website A
User 1509,10322,English,7,458.0,2018-06-09 01:42:26.219706,Website A,Website A
User 1439,10323,English,14,629.0,2018-06-09 01:18:54.208787,Website A,Website A
User 1500,10324,English,4,200.0,2018-06-09 01:39:22.182801,Website A,Website A
User 1439,10325,English,8,335.0,2018-06-09 02:43:53.620206,Website A,Website A
User 1439,10326,English,11,392.0,2018-06-09 01:19:52.578030,Website A,Website A
User 1512,10327,English,8,459.0,2018-06-09 03:13:56.585735,Website A,Website A
